Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text,sentiment_group,text_length_chars,text_length_words,engagement_total,hashtag_count
512,516,"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move. ", Energy ,28/07/2019 21:30, BeyonceDancer , Twitter , #Energy #BeyonceConcert ,35.0,70.0, USA ,2019,7,28,21,dancing under the stars at beyoncs live show feeling the power of single ladies in every move,neutral,93,17,105.0,2
513,517,"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale. ", Enchantment ,10/05/2021 19:45, SwiftieDreamer , Facebook , #Enchantment #TaylorSwift ,30.0,60.0, USA ,2021,5,10,19,in the crowd of a taylor swift concert the lyrics of love story create an enchanting fairy tale,neutral,95,18,90.0,2
514,518,"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ", Nostalgia ,02/12/2018 22:15, QueenTributeFan , Instagram , #Nostalgia #QueenTribute ,22.0,45.0, UK ,2018,12,2,22,rocking out to the guitar solos at a queen tribute concert a journey back in time with freddies spirit,neutral,102,19,67.0,2
515,519,"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments. ", Serenity ,18/08/2020 19:00, SheeranMelodyLover , Twitter , #Serenity #EdSheeranConcert ,18.0,35.0, UK ,2020,8,18,19,swaying to ed sheerans acoustic melodies a serene evening filled with perfect moments,neutral,85,13,53.0,2
516,520,"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy. ", Joy ,28/03/2017 20:30, MarsJoyExplorer , Facebook , #Joy #BrunoMars ,28.0,55.0, USA ,2017,3,28,20,immersed in the pulsating beats of a bruno mars concert where uptown funk becomes a city of joy,positive,95,18,83.0,2
517,521,"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop. ", Celebration ,15/01/2022 21:15, MJTributeDancer , Instagram , #Celebration #MJTribute ,25.0,50.0, USA ,2022,1,15,21,at a michael jackson tribute show moonwalking through the hits a celebration of the king of pop,neutral,95,17,75.0,2
518,522,"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'. ", Charm ,10/06/2019 18:45, SinatraCharmListener , Twitter , #Charm #SinatraTribute ,22.0,45.0, USA ,2019,6,10,18,swinging to the rhythms of a frank sinatra tribute feeling the timeless charm of fly me to the moon,neutral,99,19,67.0,2
519,523,"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy. ", Ecstasy ,20/03/2023 22:30, MetallicaMoshWarrior , Facebook , #Ecstasy #MetallicaConcert ,35.0,70.0, USA ,2023,3,20,22,in the mosh pit of a metallica concert the thunderous chords create a symphony of headbanging ecstasy,neutral,101,17,105.0,2
520,524,"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night. ", Hope ,28/11/2016 19:00, ColdplayHopeSeeker , Instagram , #Hope #ColdplayMagic ,30.0,60.0, UK ,2016,11,28,19,experiencing the magic of a coldplay concert where fix you becomes a beacon of hope in the night,neutral,96,18,90.0,2
521,525,"At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm. ", Enthusiasm ,05/08/2018 20:00, BieberDanceEnthusiast , Instagram , #Enthusiasm #JustinBieber ,40.0,80.0, Canada ,2018,8,5,20,at a justin bieber concert the infectious beats of baby create a dance floor of unbridled enthusiasm,neutral,100,17,120.0,2
522,526,"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry. ", Creativity ,15/04/2021 21:30, GagaArtisticChameleon , Twitter , #Creativity #LadyGaga ,35.0,70.0, USA ,2021,4,15,21,in the spotlight at a lady gaga show each costume change is a metamorphosis of creativity and artistry,neutral,102,18,105.0,2
523,527,"Immersed in the soulful melodies of Adele, tears flow freely, moved by the emotion of 'Hello'. ", Emotion ,28/11/2019 19:45, AdeleMelodyTearjerker , Facebook , #Emotion #AdeleMelodies ,30.0,60.0, UK ,2019,11,28,19,immersed in the soulful melodies of adele tears flow freely moved by the emotion of hello,neutral,89,16,90.0,2
524,528,"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ", Colorful ,22/06/2020 22:00, KatyPerryColorExplosion , Instagram , #Colorful #KatyPerry ,22.0,45.0, USA ,2020,6,22,22,drenched in confetti at a katy perry concert a kaleidoscope of colors igniting the night sky,neutral,92,16,67.0,2
525,529,"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride. ", Pride ,10/09/2017 20:15, JayZEmpireListener , Twitter , #Pride #JayZAnthem ,18.0,35.0, USA ,2017,9,10,20,in the audience of a jayz performance the lyrics of empire state of mind become an anthem of pride,neutral,98,19,53.0,2
526,530,"Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'. ", Hypnotic ,28/02/2022 21:15, ShakiraHipsDancer , Facebook , #Hypnotic #ShakiraRhythms ,28.0,55.0, Colombia ,2022,2,28,21,dancing to shakiras rhythmic beats hips swaying to the hypnotic charm of hips dont lie,neutral,86,15,83.0,2
527,531,"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection. ", Connection ,15/05/2016 19:30, U2ConnectionSeeker , Instagram , #Connection #U2Anthem ,25.0,50.0, Ireland ,2016,5,15,19,at a uz concert the anthemic chords of with or without you create a timeless moment of connection,neutral,97,18,75.0,2
528,532,"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night. ", Iconic ,10/12/2018 22:30, GunsNRosesRiffRockstar , Twitter , #Iconic #GNRConcert ,22.0,45.0, USA ,2018,12,10,22,rocking out at a guns n roses show the iconic riffs of sweet child o mine echoing in the night,neutral,94,20,67.0,2
529,533,"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony. ", Euphoria ,22/01/2023 20:00, ArianaEuphoriaChaser , Facebook , #Euphoria #ArianaGrande ,35.0,70.0, USA ,2023,1,22,20,in the crowd of an ariana grande concert the high notes of into you create a euphoric symphony,neutral,94,18,105.0,2
530,534,"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul. ", Journey ,05/03/2020 18:45, MarleyReggaeTraveler , Instagram , #Journey #BobMarleyTribute ,30.0,60.0, Jamaica ,2020,3,5,18,swaying to the reggae vibes of bob marleys tribute concert each chord a journey to jamaicas soul,neutral,96,17,90.0,2
531,535,"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere. ", Excitement ,12/10/2018 20:00, MovieEnthusiastPremiereAttendee , Twitter , #Excitement #MoviePremiereThrills ,40.0,80.0, USA ,2018,10,12,20,captivated by the spellbinding plot twists the audience applauds experiencing a rollercoaster of emotions at the movie premiere,positive,127,18,120.0,2
532,536,"As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films. ", Nostalgia ,25/06/2019 22:15, FilmLoverNostalgiaSeeker , Instagram , #Nostalgia #ClassicFilmMoments ,35.0,70.0, UK ,2019,6,25,22,as the credits roll a profound sense of nostalgia washes over reminiscent of cherished moments in classic films,neutral,111,18,105.0,2
533,537,"Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy. ", Engagement ,08/07/2020 19:30, WebSeriesViewerCharacterConnection , Facebook , #Engagement #WebSeriesJourney ,30.0,60.0, Canada ,2020,7,8,19,streaming the latest web series the viewer is engrossed in the characters journey feeling a sense of connection and empathy,neutral,123,20,90.0,2
534,538,"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment. ", Pride ,18/09/2017 21:45, IndieFilmmakerFestivalSuccess , Twitter , #Pride #IndieFilmSuccess ,22.0,45.0, Australia ,2017,9,18,21,at the film festival the indie filmmakers creation receives a standing ovation evoking pride and a sense of accomplishment,neutral,122,19,67.0,2
535,539,"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow. ", Touched ,15/01/2021 18:00, DramaEnthusiastHeartwarmingMoments , Instagram , #Touched #FamilyDramaMoments ,28.0,55.0, India ,2021,1,15,18,watching a heartwarming family drama tears flow freely as the characters overcome challenges leaving the viewer with a warm glow,neutral,128,20,83.0,2
536,540,"At the Oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance. ", Gratitude ,28/02/2016 20:30, AwardWinningActorOscarsRecipient , Facebook , #Gratitude #OscarWinningMoment ,18.0,35.0, USA ,2016,2,28,20,at the oscars the actor graciously accepts an award radiating joy and gratitude for the recognition of their outstanding performance,neutral,132,20,53.0,2
537,541,"Discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity. ", Inspiration ,20/04/2022 17:30, DocumentaryEnthusiastHiddenGemFinder , Twitter , #Inspiration #HiddenGemDiscovery ,22.0,45.0, France ,2022,4,20,17,discovering a hidden gem in the world of documentaries the viewer is enlightened and inspired feeling a renewed sense of curiosity,neutral,130,21,67.0,2
538,542,"As the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline. ", Contemplation ,05/11/2019 21:15, FilmBuffContemplativeViewer , Instagram , #Contemplation #DeepMeanings ,28.0,55.0, Germany ,2019,11,5,21,as the movie credits roll the viewer experiences a mix of awe and contemplation pondering the deeper meanings woven into the storyline,neutral,134,22,83.0,2
539,543,"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline. ", Suspense ,12/07/2015 22:00, CrimeSeriesEnthusiastThrillSeeker , Facebook , #Suspense #CrimeSeriesThrills ,35.0,70.0, Japan ,2015,7,12,22,bingewatching a thrilling crime series the suspense keeps the viewer on the edge of their seat creating a rush of adrenaline,neutral,124,21,105.0,2
540,544,"As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending. ", Satisfaction ,10/09/2020 19:45, FilmCriticSatisfactionSeeker , Twitter , #Satisfaction #FulfillingEnding ,22.0,45.0, Brazil ,2020,9,10,19,as the closing scene unfolds a sense of satisfaction washes over completing the cinematic journey with a profound and fulfilling ending,neutral,135,21,67.0,2
541,545,"Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team. ", Joy ,15/07/2018 21:30, FootballFanWorldCupCelebration , Instagram , #Joy #WorldCupTriumph ,40.0,80.0, Brazil ,2018,7,15,21,celebrating a historic victory in the world cup the nation erupts in joy united by the triumph of their football team,positive,117,21,120.0,2
542,546,"At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement. ", Inspiration ,08/08/2020 19:45, OlympicsEnthusiastGoldMedalWinner , Twitter , #Inspiration #OlympicAchievement ,35.0,70.0, USA ,2020,8,8,19,at the olympics the athletes perseverance shines through earning a gold medal and inspiring a generation with their remarkable achievement,neutral,138,20,105.0,2
543,547,"In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions. ", Excitement ,25/06/2019 22:15, CricketFanChampionshipThrills , Facebook , #Excitement #CricketChampionship ,30.0,60.0, India ,2019,6,25,22,in the cricket championship a nailbiting finish leaves fans on the edge of their seats experiencing a rollercoaster of emotions,positive,127,20,90.0,2
544,548,"Witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners. ", Admiration ,07/11/2021 17:30, MarathonSpectatorRecordBreaking , Instagram , #Admiration #MarathonRecords ,22.0,45.0, Kenya ,2021,11,7,17,witnessing a recordbreaking marathon spectators are filled with awe and admiration for the endurance and dedication of the runners,neutral,130,19,67.0,2
545,549,"In the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage. ", Captivation ,10/09/2017 20:15, TennisEnthusiastGrandSlamDrama , Twitter , #Captivation #TennisRivalry ,28.0,55.0, UK ,2017,9,10,20,in the tennis grand slam a fierce rivalry unfolds captivating fans with a display of skill and sportsmanship on the world stage,neutral,127,22,83.0,2
546,550,"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title. ", Triumph ,20/06/2022 21:00, BasketballFanUnderdogTriumph , Facebook , #Triumph #BasketballFinals ,18.0,35.0, USA ,2022,6,20,21,cheering for the underdog in the basketball finals the crowd erupts in applause as the team defies odds to claim the championship title,neutral,135,23,53.0,2
547,551,"At the golf tournament, the golfer's precision and focus lead to a stunning victory, leaving spectators in awe of their exceptional skill. ", Awe ,10/04/2016 18:30, GolfEnthusiastPrecisionVictory , Instagram , #Awe #GolfVictory ,22.0,45.0, Scotland ,2016,4,10,18,at the golf tournament the golfers precision and focus lead to a stunning victory leaving spectators in awe of their exceptional skill,neutral,134,22,67.0,2
548,552,"Experiencing the thrill of a high-speed Formula 1 race, fans are on the edge of their seats as drivers compete for the championship. ", Thrill ,24/11/2019 19:45, F1FanHighSpeedRaceExcitement , Twitter , #Thrill #Formula1Championship ,28.0,55.0, Germany ,2019,11,24,19,experiencing the thrill of a highspeed formula race fans are on the edge of their seats as drivers compete for the championship,neutral,127,22,83.0,2
549,553,"In the cycling world championship, the climber conquers challenging terrains, symbolizing determination and achievement against all odds. ", Determination ,28/09/2015 22:30, CyclingEnthusiastWorldChampion , Facebook , #Determination #CyclingChampion ,35.0,70.0, Italy ,2015,9,28,22,in the cycling world championship the climber conquers challenging terrains symbolizing determination and achievement against all odds,neutral,134,17,105.0,2
550,554,"Witnessing a heartwarming comeback in the hockey finals, fans share tears of joy as the team secures a historic victory after adversity. ", Heartwarming ,12/12/2020 20:00, HockeyFanComebackVictory , Instagram , #Heartwarming #HockeyFinalsComeback ,22.0,45.0, Canada ,2020,12,12,20,witnessing a heartwarming comeback in the hockey finals fans share tears of joy as the team secures a historic victory after adversity,neutral,134,22,67.0,2
